fecha,anio,mes,periodo,sistema_abastecimiento,nivel_almacenamiento_pct,afluencias_m3s,precipitacion_mm,temperatura_c,consumo_m3s,irca,clasificacion_riesgo,municipio,departamento,latitud,longitud,cobertura_acueducto_pct,nivel_servicio,tipo_region,decision_racionamiento
2023-09-04,2023,9,2023-T3,N/A,72.0,4.56,2.4,19.0,2.21,7.26,Bajo riesgo (5-14),Cartagena,Bolivar,10.3994,-75.4976,80.0,Intermitente,Nacional,Sin restriccion
2021-02-18,2021,2,2021-T1,N/A,39.7,24.2,5.5,19.6,12.07,18.06,Riesgo medio (14-28),Santa Marta,Magdalena,11.2494,-74.1972,80.3,Intermitente,Nacional,Sin restriccion
2021-06-30,2021,6,2021,N/A,,,,,,,,Venezuela,,,,51.1,,Global,
2025-10-13,2025,10,2025-T4,Tibitoc,55.5,16.35,2.5,15.2,15.33,5.05,Bajo riesgo (5-14),Chia,Cundinamarca,4.8414,-74.0598,94.7,Continuo,Regional,Suspension temporal del racionamiento
2021-01-16,2021,1,2021-T1,N/A,21.1,16.73,5.2,18.9,4.5,-3.12,Alto riesgo (28-40),Popayan,Cauca,2.4058,-76.5919,56.0,Intermitente,Nacional,Sin restriccion
2019-11-15,2019,11,2019-T4,N/A,50.4,6.72,10.7,26.3,7.79,18.2,Riesgo medio (14-28),Cali,Valle del Cauca,3.4569,-76.5471,81.3,Intermitente,Nacional,Sin restriccion
2019-04-12,2019,4,2019-T2,N/A,27.3,17.34,0,16.1,9.94,20.21,Riesgo medio (14-28),Neiva,Huila,2.9581,-75.2911,70.2,Continuo,Nacional,Sin restriccion
2019-04-15,2019,4,2019-T2,Sur,60.2,14.69,3.4,11.3,18.43,6.44,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5873,-74.1932,93.8,Continuo,Regional,Sin restriccion
2022-11-04,2022,11,2022-T4,N/A,81.3,21.22,7.9,27.3,10.13,20.67,Riesgo medio (14-28),Monteria,Cordoba,8.7711,-75.8839,73.4,Continuo,Nacional,Sin restriccion
2023-10-22,2023,10,2023-T4,Sur,45.1,3.61,1.9,15.6,13.56,15.51,Riesgo medio (14-28),Soacha,Cundinamarca,4.613,-74.2072,93.0,Continuo,Regional,Sin restriccion
2023-09-11,2023,9,2023-T3,Sur,54.7,11.83,4.2,17.7,16.33,10.18,Bajo riesgo (5-14),Soacha,Cundinamarca,4.601,-74.2067,96.2,Continuo,Regional,Sin restriccion
2025-04-25,2025,4,2025-T2,N/A,61.2,29.65,5.1,,7.56,7.1,Bajo riesgo (5-14),Valledupar,Cesar,10.4543,-73.2464,75.2,Intermitente,Nacional,Sin restriccion
2025-09-12,2025,9,2025-T3,Chingaza,59.8,8.98,,14.6,16.85,5.76,Bajo riesgo (5-14),Funza,Cundinamarca,4.7197,-74.2076,95.9,Continuo,Regional,Suspension temporal del racionamiento
2019-03-21,2019,3,2019-T1,N/A,81.1,22.46,5.4,24.1,13.13,16.1,Riesgo medio (14-28),Manizales,Caldas,5.0449,-75.5055,98.3,Continuo,Nacional,Sin restriccion
2022-03-17,2022,3,2022-T1,Chingaza,75.6,5.48,2.4,12.3,19.89,11.67,Bajo riesgo (5-14),Cajica,Cundinamarca,4.8968,-74.0148,94.8,Continuo,Regional,Sin restriccion
2020-03-29,2020,3,2020-T1,N/A,38.8,5.58,5.0,27.4,10.68,40.84,Inviabile sanitariamente (>40),Cucuta,Norte de Santander,7.8569,-72.4873,67.8,Intermitente,Nacional,Sin restriccion
2025-05-03,2025,5,2025-T2,N/A,43.0,6.57,4.7,15.1,11.83,48.25,Inviabile sanitariamente (>40),Popayan,Cauca,2.4729,-76.6051,76.8,Continuo,Nacional,Sin restriccion
2025-03-14,2025,3,2025-T1,Tibitoc,61.2,17.86,1.8,13.2,19.02,11.16,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9611,-73.9121,89.7,Continuo,Regional,Restriccion a usuarios > 44 m3 bimestrales
2024-07-03,2024,7,2024-T3,N/A,65.2,23.08,4.6,22.2,12.52,24.07,Riesgo medio (14-28),Bucaramanga,Santander,7.1259,-73.0914,72.6,Intermitente,Nacional,Sin restriccion
2025-07-30,2025,7,2025-T3,N/A,62.8,16.5,6.2,19.9,12.69,10.97,Bajo riesgo (5-14),Neiva,Huila,2.9487,-75.307,77.8,Continuo,Nacional,Sin restriccion
2022-10-14,2022,10,2022-T4,N/A,78.7,7.77,,28.0,7.8,42.6,Inviabile sanitariamente (>40),Neiva,Huila,2.9255,-75.292,62.3,Intermitente,Nacional,Sin restriccion
2020-10-08,2020,10,2020-T4,Tibitoc,64.2,20.89,3.1,17.4,16.21,7.45,Bajo riesgo (5-14),Funza,Cundinamarca,4.7185,-74.219,90.2,Continuo,Regional,Sin restriccion
2019-10-06,2019,10,2019-T4,Tibitoc,55.9,23.03,7.7,14.0,16.32,0,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.5855,-74.0774,99.9,Continuo,Regional,Sin restriccion
2022-03-15,2022,3,2022-T1,Tibitoc,67.4,9.05,2.4,10.8,19.93,0.96,Sin riesgo (0-5),Chia,Cundinamarca,4.8537,-74.0682,97.5,Continuo,Regional,Sin restriccion
2019-07-17,2019,7,2019-T3,N/A,86.7,24.14,4.4,30.0,5.4,37.32,Alto riesgo (28-40),Popayan,Cauca,2.4576,-76.6229,88.9,Continuo,Nacional,Sin restriccion
2023-06-13,2023,6,2023-T2,Chingaza,62.2,9.96,1.2,15.0,19.45,10.77,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6163,-74.0736,91.8,Continuo,Regional,Sin restriccion
2025-07-17,2025,7,2025-T3,Sur,64.3,9.56,1.2,14.8,18.28,3.81,Sin riesgo (0-5),Madrid,Cundinamarca,4.7366,-74.2603,95.0,Continuo,Regional,Suspension temporal del racionamiento
2022-12-14,2022,12,2022-T4,N/A,34.0,6.05,6.5,24.4,6.73,24.87,Riesgo medio (14-28),Cartagena,Bolivar,10.3797,-75.5356,84.1,Intermitente,Nacional,Sin restriccion
2024-11-23,2024,11,2024-T4,Tibitoc,27.9,17.99,3.8,14.7,14.68,5.35,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7587,-73.9336,94.9,Intermitente,Regional,Racionamiento cada 18 dias
2021-04-30,2021,4,2021-T2,Sur,69.5,15.23,5.3,10.8,19.91,4.07,Sin riesgo (0-5),Chia,Cundinamarca,4.8619,-74.0602,97.0,Continuo,Regional,Sin restriccion
2021-04-19,2021,4,2021-T2,N/A,49.8,11.95,1.5,19.0,2.34,7.74,Bajo riesgo (5-14),Medellin,Antioquia,6.2518,-75.5786,77.9,Continuo,Nacional,Sin restriccion
2023-02-04,2023,2,2023-T1,N/A,45.7,28.93,6.0,,3.43,33.02,Alto riesgo (28-40),Medellin,Antioquia,6.2845,-75.5866,93.9,Continuo,Nacional,Sin restriccion
2025-05-24,2025,5,2025-T2,Chingaza,64.9,13.62,2.7,12.8,17.42,3.07,Sin riesgo (0-5),Funza,Cundinamarca,4.718,-74.2139,98.6,Sin servicio,Regional,Suspension temporal del racionamiento
15/09/2021,2021,9,2021-T3,N/A,31.2,28.72,4.3,26.4,3.35,16.96,Riesgo medio (14-28),Ibague,Tolima,4.4555,-75.2484,72.3,Continuo,Nacional,Sin restriccion
2020-11-09,2020,11,2020-T4,Tibitoc,55.2,13.16,,16.2,15.91,6.59,Bajo riesgo (5-14),Chia,Cundinamarca,4.8405,-74.0495,93.5,Continuo,Regional,Sin restriccion
2019-05-30,2019,5,2019-T2,N/A,68.8,28.02,1.8,21.7,2.45,34.14,Alto riesgo (28-40),Manizales,Caldas,5.0541,-75.5065,62.4,Continuo,Nacional,Sin restriccion
2024-01-12,2024,1,2024-T1,Sur,32.7,11.72,,13.2,16.87,11.56,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9218,-74.0268,94.2,Continuo,Regional,Sin restriccion
2019-11-30,2019,11,2019-T4,Sur,52.2,14.28,5.8,12.5,14.5,0,Sin riesgo (0-5),cajica,Cundinamarca,4.9294,-74.0238,93.9,Continuo,Regional,Sin restriccion
2020-01-04,2020,1,2020-T1,N/A,92.3,11.35,4.0,24.2,6.55,0,Sin riesgo (0-5),Villavicencio,Meta,4.1292,-73.6185,76.8,Continuo,Nacional,Sin restriccion
2021-09-12,2021,9,2021-T3,Sur,77.0,24.69,2.3,18.1,16.05,0,Sin riesgo (0-5),Madrid,Cundinamarca,4.7616,-74.2695,95.0,Continuo,Regional,Sin restriccion
2019-10-10,2019,10,2019-T4,Sur,66.4,15.86,5.1,15.6,17.32,-2.05,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9134,-74.0169,98.5,Continuo,Regional,Sin restriccion
2023-09-20,2023,9,2023-T3,Sur,47.4,9.44,0.9,17.1,16.12,11.55,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7234,-74.2173,98.5,Continuo,Regional,Sin restriccion
2020-06-12,2020,6,2020-T2,Sur,68.5,12.72,3.4,13.5,17.53,8.64,Bajo riesgo (5-14),Madrid,Cundinamarca,4.731,-74.2618,95.5,Continuo,Regional,Sin restriccion
2020-05-06,2020,5,2020-T2,Tibitoc,128.6,6.14,3.3,12.2,19.25,8.83,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9133,-74.0216,100,Continuo,Regional,Sin restriccion
2020-10-09,2020,10,2020-T4,Tibitoc,62.4,8.52,3.1,15.9,16.81,6.68,Bajo riesgo (5-14),Madrid,Cundinamarca,4.744,-74.2695,95.7,Continuo,Regional,Sin restriccion
2024-03-24,2024,3,2024-T1,Tibitoc,46.1,14.12,1.1,11.8,15.48,6.12,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.5915,-74.08,96.1,Continuo,Regional,Sin restriccion
2025-11-22,2025,11,2025-T4,Sur,59.3,18.13,4.1,15.8,16.02,0,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9559,-73.9184,96.8,Intermitente,Regional,Suspension temporal del racionamiento
2023-09-18,2023,9,2023-T3,Tibitoc,45.0,20.23,3.1,16.1,14.79,10.31,Bajo riesgo (5-14),Funza,Cundinamarca,4.7217,-74.2255,95.4,Continuo,Regional,Sin restriccion
2022-04-12,2022,4,2022-T2,Chingaza,79.0,5.95,3.5,13.4,18.93,5.46,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9565,-73.8971,93.4,Continuo,Regional,Sin restriccion
2024-03-20,2024,3,2024-T1,N/A,82.8,10.92,6.2,16.4,3.22,-4.95,Inviabile sanitariamente (>40),Valledupar,Cesar,10.448,-73.2754,79.6,Intermitente,Nacional,Sin restriccion
2019-01-21,2019,1,2019-T1,Sur,63.7,6.04,2.9,11.1,16.85,4.21,Sin riesgo (0-5),Cajica,Cundinamarca,4.9421,-74.0227,93.8,Continuo,Regional,Sin restriccion
2021-02-12,2021,2,2021-T1,N/A,52.4,15.62,7.4,21.6,14.06,42.18,Inviabile sanitariamente (>40),Pereira,Risaralda,4.8327,-75.6878,65.7,Continuo,Nacional,Sin restriccion
2019-06-30,2019,6,2019,N/A,,,,,,,,Alemania,,,,91.9,,Global,
2020-07-17,2020,7,2020-T3,Tibitoc,80.9,12.72,1.7,14.9,15.92,6.59,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7097,-74.2432,96.9,Continuo,Regional,Sin restriccion
2023-12-25,2023,12,2023-T4,Sur,44.9,18.43,0.2,14.5,13.59,0,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6181,-74.0818,91.7,Continuo,Regional,Sin restriccion
2023-01-03,2023,1,2023-T1,Sur,39.8,2.69,0,12.0,17.94,9.52,Bajo riesgo (5-14),Soacha,Cundinamarca,4.582,-74.2152,100,Continuo,Regional,Sin restriccion
2022-07-14,2022,7,2022-T3,Chingaza,74.4,6.3,1.2,12.5,17.64,3.1,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9663,-73.9128,93.3,Continuo,Regional,Sin restriccion
2019-09-17,2019,9,2019-T3,N/A,94.9,7.14,3.6,24.0,11.29,18.38,Riesgo medio (14-28),Valledupar,Cesar,10.4471,-73.2565,61.1,Continuo,Nacional,Sin restriccion
2024-09-20,2024,9,2024-T3,N/A,37.6,27.66,5.2,17.3,3.44,36.23,Alto riesgo (28-40),Sincelejo,Sucre,9.319,-75.4061,88.7,Continuo,Nacional,Sin restriccion
2024-09-18,2024,9,2024-T3,N/A,91.2,15.05,2.3,29.0,7.16,,Sin riesgo (0-5),Neiva,Huila,2.9386,-75.261,68.5,Intermitente,Nacional,Sin restriccion
2020-09-11,2020,9,2020-T3,Tibitoc,73.5,7.41,3.9,15.2,16.97,14.38,Riesgo medio (14-28),Funza,Cundinamarca,4.7127,-74.2167,94.0,Continuo,Regional,Sin restriccion
2024-06-20,2024,6,2024-T2,Tibitoc,41.7,5.36,0.2,14.8,16.88,9.8,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7671,-73.935,96.5,Intermitente,Regional,Racionamiento cada 9 dias
2021-04-16,2021,4,2021-T2,Sur,68.8,20.73,8.6,12.8,19.47,7.62,Bajo riesgo (5-14),Cajica,Cundinamarca,4.8997,-74.0331,90.4,Continuo,Regional,Sin restriccion
2019-01-16,2019,1,2019-T1,Tibitoc,48.8,19.59,3.3,10.5,16.5,12.0,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7419,-74.2691,89.7,Continuo,Regional,Sin restriccion
2025-11-27,2025,11,2025-T4,N/A,81.1,19.55,6.2,24.4,8.67,41.97,Inviabile sanitariamente (>40),Villavicencio,Meta,4.1467,-73.6308,95.9,Intermitente,Nacional,Sin restriccion
2022-09-01,2022,9,2022-T3,Chingaza,67.5,19.3,2.3,15.2,17.48,0,Sin riesgo (0-5),Madrid,Cundinamarca,4.7419,-74.2658,91.4,Continuo,Regional,Sin restriccion
2024-09-30,2024,9,2024-T3,Chingaza,30.8,11.06,0.6,15.8,13.98,2.59,Sin riesgo (0-5),Soacha,Cundinamarca,4.5788,-74.2289,93.8,Racionado,Regional,Racionamiento cada 9 dias
2023-10-21,2023,10,2023-T4,Sur,54.4,2.63,1.9,14.7,16.55,2.4,Sin riesgo (0-5),Funza,Cundinamarca,4.7114,-74.2117,100,Continuo,Regional,Sin restriccion
2019-06-19,2019,6,2019-T2,N/A,86.3,24.8,0,17.2,4.09,0.57,Sin riesgo (0-5),Villavicencio,Meta,4.1138,-73.6031,74.7,Continuo,Nacional,Sin restriccion
2022-07-27,2022,7,2022-T3,Tibitoc,79.0,23.12,2.1,,16.95,0,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7159,-74.2553,96.0,Continuo,Regional,Sin restriccion
2025-09-07,2025,9,2025-T3,N/A,92.9,9.35,,32.5,14.08,1.99,Sin riesgo (0-5),Popayan,Cauca,2.4594,-76.6356,59.7,Intermitente,Nacional,Sin restriccion
2019-02-06,2019,2,2019-T1,Chingaza,67.5,24.27,2.2,12.3,17.43,5.76,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9234,-74.0313,92.5,Continuo,Regional,Sin restriccion
2025-08-08,2025,8,2025-T3,N/A,92.7,12.92,0,26.7,4.75,16.53,Riesgo medio (14-28),Tunja,Boyaca,5.5122,-73.3615,95.9,Intermitente,Nacional,Sin restriccion
2019-12-15,2019,12,2019-T4,N/A,53.4,19.94,0,26.3,7.5,38.21,Alto riesgo (28-40),Pereira,Risaralda,4.835,-75.6791,77.3,Continuo,Nacional,Sin restriccion
2022-10-04,2022,10,2022-T4,Sur,68.0,21.48,3.4,17.0,16.07,1.16,Sin riesgo (0-5),Cajica,Cundinamarca,4.9128,-74.0194,96.8,Continuo,Regional,Sin restriccion
2024-08-01,2024,8,2024-T3,N/A,39.6,7.82,3.6,19.8,9.8,42.26,Inviabile sanitariamente (>40),Barranquilla,Atlantico,10.9908,-74.7816,71.2,Intermitente,Nacional,Sin restriccion
2021-07-20,2021,7,2021-T3,Tibitoc,80.3,15.99,1.2,13.6,17.08,17.07,Riesgo medio (14-28),Chia,Cundinamarca,4.8494,-74.0628,94.6,Continuo,Regional,Sin restriccion
2019-05-29,2019,5,2019-T2,N/A,26.0,29.26,2.2,19.6,7.74,21.94,Riesgo medio (14-28),Santa Marta,Magdalena,11.248,-74.2316,77.3,Intermitente,Nacional,Sin restriccion
2023-04-23,2023,4,2023-T2,N/A,67.1,16.69,0,23.3,13.71,7.24,Bajo riesgo (5-14),Santa Marta,Magdalena,11.2342,-74.2306,82.1,Intermitente,Nacional,Sin restriccion
2020-11-27,2020,11,2020-T4,N/A,20.5,11.89,3.5,20.7,9.16,38.64,Alto riesgo (28-40),Sincelejo,Sucre,9.317,-75.3826,78.1,Intermitente,Nacional,Sin restriccion
2025-05-22,2025,5,2025-T2,Chingaza,69.8,9.24,3.3,12.5,18.24,4.34,Sin riesgo (0-5),Mosquera,Cundinamarca,4.6955,-74.2377,97.5,Sin servicio,Regional,Suspension temporal del racionamiento
2023-09-27,2023,9,2023-T3,N/A,70.3,5.3,3.1,25.5,11.44,19.35,Riesgo medio (14-28),Neiva,Huila,2.9616,-75.2468,85.9,Intermitente,Nacional,Sin restriccion
2025-07-09,2025,7,2025-T3,Chingaza,73.9,21.63,0.6,14.2,15.56,5.37,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9518,-73.9021,90.3,Sin servicio,Regional,Suspension temporal del racionamiento
2019-01-24,2019,1,2019-T1,N/A,53.8,24.9,,29.4,3.1,15.74,Riesgo medio (14-28),Monteria,Cordoba,8.7104,-75.8818,75.3,Continuo,Nacional,Sin restriccion
2019-02-07,2019,2,2019-T1,N/A,66.9,14.53,2.6,10,14.24,11.44,Bajo riesgo (5-14),Pereira,Risaralda,4.8148,-75.7128,59.5,Continuo,Nacional,Sin restriccion
2024-02-28,2024,2,2024-T1,N/A,72.1,7.98,1.6,14.7,11.56,44.12,Inviabile sanitariamente (>40),Ibague,Tolima,4.4639,-75.2734,59.8,Intermitente,Nacional,Sin restriccion
2022-11-07,2022,11,2022-T4,N/A,36.7,14.87,0,18.6,11.86,26.28,Riesgo medio (14-28),Valledupar,Cesar,10.4906,-73.2613,86.9,Intermitente,Nacional,Sin restriccion
2025-10-09,2025,10,2025-T4,Sur,58.0,4.49,2.9,16.6,16.19,4.32,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9564,-73.9056,92.8,Sin servicio,Regional,Suspension temporal del racionamiento
2020-02-16,2020,2,2020-T1,Sur,71.6,18.73,1.1,13.7,18.2,6.56,Bajo riesgo (5-14),Chia,Cundinamarca,4.8485,-74.0432,91.7,Continuo,Regional,Sin restriccion
2024-08-21,2024,8,2024-T3,Chingaza,31.6,21.86,0.8,17.5,14.75,13.85,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7239,-74.2231,100,Intermitente,Regional,Racionamiento cada 9 dias
2025-06-10,2025,6,2025-T2,N/A,43.0,28.65,2.6,20.8,9.14,23.9,Riesgo medio (14-28),Cucuta,Norte de Santander,7.8924,-72.4679,63.7,Intermitente,Nacional,Sin restriccion
2020-12-22,2020,12,2020-T4,N/A,46.3,12.75,1.6,37.8,9.17,21.14,Riesgo medio (14-28),Ibague,Tolima,4.4464,-75.27,63.4,Intermitente,Nacional,Sin restriccion
2020-10-04,2020,10,2020-T4,Tibitoc,67.9,8.28,5.6,14.9,15.99,2.31,Sin riesgo (0-5),Madrid,Cundinamarca,4.7327,-74.2803,100,Continuo,Regional,Sin restriccion
2023-11-11,2023,11,2023-T4,N/A,84.8,27.28,0.9,21.2,8.93,22.59,Riesgo medio (14-28),Cucuta,Norte de Santander,7.8882,-72.5008,54.2,Continuo,Nacional,Sin restriccion
2021-11-30,2021,11,2021-T4,Tibitoc,59.0,17.73,3.3,13.9,15.97,7.53,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9266,-74.0419,96.2,Continuo,Regional,Sin restriccion
2022-11-28,2022,11,2022-T4,Chingaza,60.2,8.21,5.3,13.6,14.56,7.32,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6157,-74.099,89.1,Continuo,Regional,Sin restriccion
2024-01-26,2024,1,2024-T1,N/A,88.8,13.22,7.3,15.1,6.79,20.07,Riesgo medio (14-28),Barranquilla,Atlantico,10.959,-74.8042,100,Intermitente,Nacional,Sin restriccion
2024-04-22,2024,4,2024-T2,Chingaza,40.1,18.27,4.1,12.3,18.43,0,Sin riesgo (0-5),Cajica,Cundinamarca,4.935,-74.0224,100,Continuo,Regional,Racionamiento cada 9 dias
2020-03-09,2020,3,2020-T1,Chingaza,65.5,10.43,2.4,11.9,19.21,7.17,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6168,-74.0858,100,Continuo,Regional,Sin restriccion
2021-06-28,2021,6,2021-T2,N/A,49.4,3.18,0,19.4,10.14,4.4,Sin riesgo (0-5),Bucaramanga,Santander,7.1055,-73.1155,69.8,Intermitente,Nacional,Sin restriccion
2019-03-27,2019,3,2019-T1,N/A,79.6,4.57,2.8,17.4,11.55,31.66,Alto riesgo (28-40),Cali,Valle del Cauca,3.4351,-76.5279,73.8,Intermitente,Nacional,Sin restriccion
2019-02-05,2019,2,2019-T1,Tibitoc,63.6,23.16,1.9,11.4,18.79,3.58,Sin riesgo (0-5),Funza,Cundinamarca,4.7225,-74.2036,91.7,Continuo,Regional,Sin restriccion
2021-04-24,2021,4,2021-T2,Chingaza,63.4,17.62,6.2,,18.23,1.71,Sin riesgo (0-5),Soacha,Cundinamarca,4.5913,-74.2132,91.7,Continuo,Regional,Sin restriccion
2025-06-20,2025,6,2025-T2,Tibitoc,74.2,6.39,1.1,12.0,16.94,8.87,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7356,-74.2569,96.9,Continuo,Regional,Suspension temporal del racionamiento
2022-05-06,2022,5,2022-T2,Tibitoc,75.2,10.35,3.3,,19.03,1.94,Sin riesgo (0-5),Funza,Cundinamarca,4.7079,-74.2054,93.2,Continuo,Regional,Sin restriccion
2024-06-17,2024,6,2024-T2,N/A,27.1,12.92,4.7,20.5,7.43,2.3,Sin riesgo (0-5),Sincelejo,Sucre,9.3135,-75.4227,66.3,Continuo,Nacional,Sin restriccion
2021-03-28,2021,3,2021-T1,Sur,74.6,7.69,2.4,11.9,19.06,13.32,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9242,-74.0274,96.3,Continuo,Regional,Sin restriccion
2023-05-07,2023,5,2023-T2,N/A,52.4,15.1,8.3,25.4,9.21,7.93,Bajo riesgo (5-14),Manizales,Caldas,5.0736,-75.5038,72.0,Continuo,Nacional,Sin restriccion
2022-12-04,2022,12,2022-T4,N/A,44.0,14.33,7.4,22.2,4.96,39.54,Alto riesgo (28-40),Villavicencio,Meta,4.1318,-73.6578,58.2,Continuo,Nacional,Sin restriccion
2021-11-28,2021,11,2021-T4,Tibitoc,62.5,12.35,,13.4,15.39,7.04,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7445,-73.9459,93.7,Continuo,Regional,Sin restriccion
2019-08-16,2019,8,2019-T3,N/A,82.0,9.64,9.7,30.8,2.34,39.46,Alto riesgo (28-40),Neiva,Huila,2.9794,-75.277,96.3,Intermitente,Nacional,Sin restriccion
2022-07-25,2022,7,2022-T3,Sur,72.2,21.22,1.2,13.4,16.37,4.09,Sin riesgo (0-5),Sopo,Cundinamarca,4.7518,-73.9615,90.8,Continuo,Regional,Sin restriccion
2022-07-26,2022,7,2022-T3,Sur,79.1,20.37,1.4,13.6,15.98,10.18,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5848,-74.2139,93.7,Continuo,Regional,Sin restriccion
2024-09-19,2024,9,2024-T3,N/A,85.5,20.57,3.2,17.1,7.95,48.74,Inviabile sanitariamente (>40),Manizales,Caldas,5.0684,-75.4989,82.0,Intermitente,Nacional,Sin restriccion
2021-08-29,2021,8,2021-T3,Sur,74.4,19.41,1.7,16.5,16.08,,Bajo riesgo (5-14),Chia,Cundinamarca,4.8653,-74.0555,93.1,Continuo,Regional,Sin restriccion
2024-11-03,2024,11,2024-T4,Chingaza,31.4,18.23,,15.5,14.78,7.12,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7236,-74.2384,94.3,Intermitente,Regional,Racionamiento cada 18 dias
2020-03-16,2020,3,2020-T1,Chingaza,76.9,13.6,3.3,11.5,18.78,1.27,Sin riesgo (0-5),Chia,Cundinamarca,4.8616,-74.058,94.9,Continuo,Regional,Sin restriccion
2022-12-03,2022,12,2022-T4,Chingaza,56.5,17.02,1.5,16.1,16.51,13.52,Bajo riesgo (5-14),Chia,Cundinamarca,4.8645,-74.0443,96.9,Continuo,Regional,Sin restriccion
2022-09-16,2022,9,2022-T3,N/A,57.0,21.23,3.6,22.2,9.71,10.25,Bajo riesgo (5-14),Santa Marta,Magdalena,11.2366,-74.2015,95.9,Intermitente,Nacional,Sin restriccion
2020-09-08,2020,9,2020-T3,N/A,36.2,16.41,1.8,19.0,5.23,43.12,Inviabile sanitariamente (>40),Valledupar,Cesar,10.4775,-73.2348,75.9,Intermitente,Nacional,Sin restriccion
2019-02-28,2019,2,2019-T1,N/A,32.9,13.88,4.4,16.4,7.22,16.29,Riesgo medio (14-28),Bucaramanga,Santander,7.0989,-73.1612,93.0,Continuo,Nacional,Sin restriccion
2022-12-28,2022,12,2022-T4,Sur,63.7,13.94,1.8,13.7,16.46,10.16,Bajo riesgo (5-14),Funza,Cundinamarca,4.7127,-74.2281,94.9,Continuo,Regional,Sin restriccion
2020-01-07,2020,1,2020-T1,Chingaza,64.7,19.7,1.1,14.5,17.97,9.34,Bajo riesgo (5-14),Madrid,Cundinamarca,4.725,-74.2642,91.0,Continuo,Regional,Sin restriccion
2025-05-18,2025,5,2025-T2,N/A,59.0,19.6,4.4,20.8,12.25,13.21,Bajo riesgo (5-14),Pasto,Narino,1.2394,-77.3254,77.9,Intermitente,Nacional,Sin restriccion
2023-12-29,2023,12,2023-T4,Tibitoc,45.8,13.98,0.9,13.6,16.89,11.18,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9648,-73.9229,94.6,Continuo,Regional,Sin restriccion
2023-11-06,2023,11,2023-T4,N/A,44.4,15.25,4.3,20.9,10.04,31.14,Alto riesgo (28-40),Villavicencio,Meta,4.1295,-73.6038,62.9,Intermitente,Nacional,Sin restriccion
2019-08-03,2019,8,2019-T3,Chingaza,69.2,14.72,1.2,15.8,15.45,9.12,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7138,-74.2395,94.6,Continuo,Regional,Sin restriccion
2024-07-13,2024,7,2024-T3,N/A,73.8,13.15,12.5,15.3,9.53,46.99,Inviabile sanitariamente (>40),Valledupar,Cesar,10.4735,-73.2289,85.0,Intermitente,Nacional,Sin restriccion
2025-07-31,2025,7,2025-T3,N/A,75.7,17.66,2.2,23.8,10.9,26.64,Riesgo medio (14-28),Bucaramanga,Santander,7.1242,-73.1186,79.3,Intermitente,Nacional,Sin restriccion
2021-12-27,2021,12,2021-T4,Chingaza,55.7,6.59,1.4,12.3,15.7,1.09,Sin riesgo (0-5),Funza,Cundinamarca,4.7126,-74.2332,100,Continuo,Regional,Sin restriccion
2022-01-16,2022,1,2022-T1,Chingaza,60.2,23.7,1.1,13.7,17.83,9.65,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7485,-73.9242,94.0,Continuo,Regional,Sin restriccion
2022-04-26,2022,4,2022-T2,N/A,38.4,8.92,0.6,25.6,10.6,8.79,Bajo riesgo (5-14),Cucuta,Norte de Santander,7.8832,-72.496,69.9,Continuo,Nacional,Sin restriccion
2024-10-15,2024,10,2024-T4,Chingaza,45.3,9.78,1.6,,15.29,5.58,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9552,-73.9024,96.8,Continuo,Regional,Racionamiento cada 18 dias
